Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Day of Week,Month,Year,Week of Year
PAYMENT,4,Sporting Goods,Opelousas,EE. UU.,Corporate,LA,Fitness,Pacific Asia,Mackay,Australia,0.100000001,1,327.75,Oceania,Queensland,Smart watch ,Standard Class,2,1,2018,2
DEBIT,2,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Mackay,Australia,0.119999997,1,327.75,Oceania,Queensland,Smart watch ,Second Class,2,1,2018,2
TRANSFER,2,Sporting Goods,Riverside,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Adelaide,Australia,0.129999995,1,327.75,Oceania,Australia del Sur,Smart watch ,Second Class,2,1,2018,2
TRANSFER,4,Sporting Goods,Waipahu,EE. UU.,Consumer,HI,Fitness,Pacific Asia,Adelaide,Australia,0.150000006,1,327.75,Oceania,Australia del Sur,Smart watch ,Standard Class,2,1,2018,2
PAYMENT,4,Sporting Goods,Caguas,Puerto Rico,Home Office,PR,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.159999996,1,327.75,Southeast Asia,Rangún,Smart watch ,Standard Class,2,1,2018,2
CASH,4,Sporting Goods,Tucson,EE. UU.,Consumer,AZ,Fitness,Pacific Asia,Caloundra,Australia,0.170000002,1,327.75,Oceania,Queensland,Smart watch ,Standard Class,2,1,2018,2
TRANSFER,4,Sporting Goods,Los Angeles,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Newcastle,Australia,0.180000007,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Standard Class,2,1,2018,2
TRANSFER,2,Sporting Goods,Carmichael,EE. UU.,Home Office,CA,Fitness,Pacific Asia,Gold Coast,Australia,0.200000003,1,327.75,Oceania,Queensland,Smart watch ,Second Class,2,1,2018,2
PAYMENT,0,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Delhi,India,0.25,1,327.75,South Asia,Delhi,Smart watch ,Same Day,2,1,2018,2
DEBIT,4,Sporting Goods,Tustin,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Manado,Indonesia,0.0,1,327.75,Southeast Asia,Célebes Septentrional,Smart watch ,Standard Class,2,1,2018,2
CASH,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Jiangyan,China,0.01,1,327.75,Eastern Asia,Jiangsu,Smart watch ,Standard Class,2,1,2018,2
TRANSFER,4,Sporting Goods,Loveland,EE. UU.,Corporate,OH,Fitness,Pacific Asia,Jiangyan,China,0.02,1,327.75,Eastern Asia,Jiangsu,Smart watch ,Standard Class,2,1,2018,2
PAYMENT,4,Sporting Goods,Miami,EE. UU.,Consumer,FL,Fitness,Pacific Asia,Jiangyan,China,0.029999999,1,327.75,Eastern Asia,Jiangsu,Smart watch ,Standard Class,2,1,2018,2
TRANSFER,4,Sporting Goods,Anaheim,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Jiangyan,China,0.039999999,1,327.75,Eastern Asia,Jiangsu,Smart watch ,Standard Class,2,1,2018,2
PAYMENT,4,Sporting Goods,Chicago,EE. UU.,Consumer,IL,Fitness,Pacific Asia,Sydney,Australia,0.050000001,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Standard Class,2,1,2018,2
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Sydney,Australia,0.059999999,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Standard Class,2,1,2018,2
DEBIT,4,Sporting Goods,Detroit,EE. UU.,Corporate,MI,Fitness,Pacific Asia,Melbourne,Australia,0.07,1,327.75,Oceania,Victoria,Smart watch ,Standard Class,2,1,2018,2
PAYMENT,4,Sporting Goods,Canton,EE. UU.,Corporate,MI,Fitness,Pacific Asia,Mardan,Pakistán,0.090000004,1,327.75,South Asia,Jaiber Pajtunjuá,Smart watch ,Standard Class,2,1,2018,2
TRANSFER,4,Sporting Goods,Stafford,EE. UU.,Corporate,VA,Fitness,Pacific Asia,Mardan,Pakistán,0.100000001,1,327.75,South Asia,Jaiber Pajtunjuá,Smart watch ,Standard Class,2,1,2018,2
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Newcastle,Australia,0.119999997,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Standard Class,2,1,2018,2
CASH,4,Sporting Goods,San Diego,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Newcastle,Australia,0.129999995,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Standard Class,2,1,2018,2
DEBIT,2,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Xinzhou,China,0.150000006,1,327.75,Eastern Asia,Shanxi,Smart watch ,Second Class,2,1,2018,2
DEBIT,2,Sporting Goods,Bronx,EE. UU.,Consumer,NY,Fitness,Pacific Asia,Nanchong,China,0.159999996,1,327.75,Eastern Asia,Sichuan,Smart watch ,Second Class,2,1,2018,2
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Nom Pen,Camboya,0.170000002,1,327.75,Southeast Asia,Nom Pen,Smart watch ,Standard Class,2,1,2018,2
PAYMENT,4,Sporting Goods,South Richmond Hill,EE. UU.,Corporate,NY,Fitness,Pacific Asia,Bandung,Indonesia,0.180000007,1,327.75,Southeast Asia,Java Occidental,Smart watch ,Standard Class,2,1,2018,2
PAYMENT,2,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Bandung,Indonesia,0.200000003,1,327.75,Southeast Asia,Java Occidental,Smart watch ,Second Class,2,1,2018,2
TRANSFER,2,Sporting Goods,Middletown,EE. UU.,Corporate,OH,Fitness,Pacific Asia,Bandung,Indonesia,0.25,1,327.75,Southeast Asia,Java Occidental,Smart watch ,Second Class,2,1,2018,2
PAYMENT,4,Sporting Goods,Gilroy,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Patna,India,0.0,1,327.75,South Asia,Bihar,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Patna,India,0.01,1,327.75,South Asia,Bihar,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,Azusa,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Patna,India,0.02,1,327.75,South Asia,Bihar,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Patna,India,0.029999999,1,327.75,South Asia,Bihar,Smart watch ,Standard Class,0,12,2017,49
PAYMENT,4,Sporting Goods,Lenoir,EE. UU.,Consumer,NC,Fitness,Pacific Asia,Patna,India,0.039999999,1,327.75,South Asia,Bihar,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Columbus,EE. UU.,Consumer,OH,Fitness,Pacific Asia,Patna,India,0.050000001,1,327.75,South Asia,Bihar,Smart watch ,Standard Class,0,12,2017,49
PAYMENT,4,Sporting Goods,Albany,EE. UU.,Consumer,OR,Fitness,Pacific Asia,Patna,India,0.059999999,1,327.75,South Asia,Bihar,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Humacao,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Patna,India,0.07,1,327.75,South Asia,Bihar,Smart watch ,Standard Class,0,12,2017,49
DEBIT,2,Sporting Goods,Caguas,Puerto Rico,Home Office,PR,Fitness,Pacific Asia,Sydney,Australia,0.090000004,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Second Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Lindenhurst,EE. UU.,Home Office,NY,Fitness,Pacific Asia,Faridabad,India,0.100000001,1,327.75,South Asia,Haryana,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,Elyria,EE. UU.,Consumer,OH,Fitness,Pacific Asia,Faridabad,India,0.119999997,1,327.75,South Asia,Haryana,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Bangkok,Tailandia,0.129999995,1,327.75,Southeast Asia,Bangkok,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,Riverside,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Adelaide,Australia,0.150000006,1,327.75,Oceania,Australia del Sur,Smart watch ,Standard Class,0,12,2017,49
PAYMENT,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Adelaide,Australia,0.159999996,1,327.75,Oceania,Australia del Sur,Smart watch ,Standard Class,0,12,2017,49
PAYMENT,4,Sporting Goods,Carson,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Adelaide,Australia,0.170000002,1,327.75,Oceania,Australia del Sur,Smart watch ,Standard Class,0,12,2017,49
DEBIT,1,Sporting Goods,Mesa,EE. UU.,Consumer,AZ,Fitness,Pacific Asia,Lahore,Pakistán,0.180000007,1,327.75,South Asia,Punyab,Smart watch ,First Class,0,12,2017,49
CASH,1,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Yakarta,Indonesia,0.200000003,1,327.75,Southeast Asia,Yakarta,Smart watch ,First Class,0,12,2017,49
DEBIT,1,Sporting Goods,Honolulu,EE. UU.,Corporate,HI,Fitness,Pacific Asia,Yakarta,Indonesia,0.25,1,327.75,Southeast Asia,Yakarta,Smart watch ,First Class,0,12,2017,49
DEBIT,1,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Yakarta,Indonesia,0.0,1,327.75,Southeast Asia,Yakarta,Smart watch ,First Class,0,12,2017,49
CASH,4,Sporting Goods,Tampa,EE. UU.,Consumer,FL,Fitness,Pacific Asia,Yakarta,Indonesia,0.01,1,327.75,Southeast Asia,Yakarta,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,San Benito,EE. UU.,Consumer,TX,Fitness,Pacific Asia,Semarang,Indonesia,0.02,1,327.75,Southeast Asia,Java Central,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Home Office,PR,Fitness,Pacific Asia,Semarang,Indonesia,0.029999999,1,327.75,Southeast Asia,Java Central,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Indianapolis,EE. UU.,Home Office,IN,Fitness,Pacific Asia,Ulan Bator,Mongolia,0.039999999,1,327.75,Eastern Asia,Ulán Bator,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Home Office,PR,Fitness,Pacific Asia,Maryborough,Australia,0.050000001,1,327.75,Oceania,Queensland,Smart watch ,Standard Class,0,12,2017,49
PAYMENT,4,Sporting Goods,Enfield,EE. UU.,Corporate,CT,Fitness,Pacific Asia,Pekín,China,0.059999999,1,327.75,Eastern Asia,Pekín,Smart watch ,Standard Class,0,12,2017,49
DEBIT,2,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Thane,India,0.07,1,327.75,South Asia,Maharashtra,Smart watch ,Second Class,0,12,2017,49
PAYMENT,4,Sporting Goods,Los Angeles,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Thane,India,0.090000004,1,327.75,South Asia,Maharashtra,Smart watch ,Standard Class,0,12,2017,49
DEBIT,2,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Sydney,Australia,0.100000001,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Second Class,0,12,2017,49
PAYMENT,1,Sporting Goods,Modesto,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.119999997,1,327.75,Southeast Asia,Rangún,Smart watch ,First Class,0,12,2017,49
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.129999995,1,327.75,Southeast Asia,Rangún,Smart watch ,Standard Class,0,12,2017,49
CASH,2,Sporting Goods,Irvington,EE. UU.,Consumer,NJ,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.150000006,1,327.75,Southeast Asia,Rangún,Smart watch ,Second Class,0,12,2017,49
DEBIT,2,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.159999996,1,327.75,Southeast Asia,Rangún,Smart watch ,Second Class,0,12,2017,49
TRANSFER,2,Sporting Goods,Norfolk,EE. UU.,Consumer,VA,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.170000002,1,327.75,Southeast Asia,Rangún,Smart watch ,Second Class,0,12,2017,49
CASH,1,Sporting Goods,Gardena,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.180000007,1,327.75,Southeast Asia,Rangún,Smart watch ,First Class,0,12,2017,49
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Yakarta,Indonesia,0.200000003,1,327.75,Southeast Asia,Yakarta,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Honolulu,EE. UU.,Consumer,HI,Fitness,Pacific Asia,Yakarta,Indonesia,0.25,1,327.75,Southeast Asia,Yakarta,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Huangshan,China,0.0,1,327.75,Eastern Asia,Anhui,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,Newark,EE. UU.,Consumer,DE,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.01,1,327.75,Southeast Asia,Rangún,Smart watch ,Standard Class,0,12,2017,49
PAYMENT,4,Sporting Goods,Forest Hills,EE. UU.,Consumer,NY,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.02,1,327.75,Southeast Asia,Rangún,Smart watch ,Standard Class,0,12,2017,49
DEBIT,0,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Seúl,Corea del Sur,0.029999999,1,327.75,Eastern Asia,Seúl,Smart watch ,Same Day,0,12,2017,49
CASH,4,Sporting Goods,Ontario,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Valenzuela,Filipinas,0.039999999,1,327.75,Southeast Asia,Capital Nacional,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Valenzuela,Filipinas,0.050000001,1,327.75,Southeast Asia,Capital Nacional,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Webster,EE. UU.,Corporate,NY,Fitness,Pacific Asia,Valenzuela,Filipinas,0.059999999,1,327.75,Southeast Asia,Capital Nacional,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,New York,EE. UU.,Corporate,NY,Fitness,Pacific Asia,Hubli,India,0.07,1,327.75,South Asia,Karnataka,Smart watch ,Standard Class,0,12,2017,49
CASH,4,Sporting Goods,Brownsville,EE. UU.,Corporate,TX,Fitness,Pacific Asia,Hubli,India,0.090000004,1,327.75,South Asia,Karnataka,Smart watch ,Standard Class,0,12,2017,49
PAYMENT,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Kwinana,Australia,0.100000001,1,327.75,Oceania,Australia Occidental,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Dearborn,EE. UU.,Consumer,MI,Fitness,Pacific Asia,Kwinana,Australia,0.119999997,1,327.75,Oceania,Australia Occidental,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Corona,EE. UU.,Consumer,NY,Fitness,Pacific Asia,Kwinana,Australia,0.129999995,1,327.75,Oceania,Australia Occidental,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Madurai,India,0.150000006,1,327.75,South Asia,Tamil Nadu,Smart watch ,Standard Class,0,12,2017,49
CASH,4,Sporting Goods,New York,EE. UU.,Corporate,NY,Fitness,Pacific Asia,Qingdao,China,0.159999996,1,327.75,Eastern Asia,Shandong,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,Carrollton,EE. UU.,Corporate,TX,Fitness,Pacific Asia,Yakarta,Indonesia,0.170000002,1,327.75,Southeast Asia,Yakarta,Smart watch ,Standard Class,0,12,2017,49
PAYMENT,1,Sporting Goods,Bakersfield,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Surabaya,Indonesia,0.180000007,1,327.75,Southeast Asia,Java Oriental,Smart watch ,First Class,0,12,2017,49
PAYMENT,1,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Manila,Filipinas,0.200000003,1,327.75,Southeast Asia,Capital Nacional,Smart watch ,First Class,0,12,2017,49
TRANSFER,1,Sporting Goods,Compton,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Manila,Filipinas,0.25,1,327.75,Southeast Asia,Capital Nacional,Smart watch ,First Class,0,12,2017,49
DEBIT,4,Sporting Goods,Simi Valley,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Manila,Filipinas,0.0,1,327.75,Southeast Asia,Capital Nacional,Smart watch ,Standard Class,0,12,2017,49
CASH,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Manila,Filipinas,0.01,1,327.75,Southeast Asia,Capital Nacional,Smart watch ,Standard Class,0,12,2017,49
TRANSFER,4,Sporting Goods,Lancaster,EE. UU.,Consumer,PA,Fitness,Pacific Asia,Manila,Filipinas,0.02,1,327.75,Southeast Asia,Capital Nacional,Smart watch ,Standard Class,0,12,2017,49
DEBIT,4,Sporting Goods,Garland,EE. UU.,Consumer,TX,Fitness,Pacific Asia,Adelaide,Australia,0.029999999,1,327.75,Oceania,Australia del Sur,Smart watch ,Standard Class,0,12,2017,49
CASH,1,Sporting Goods,Arecibo,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Adelaide,Australia,0.039999999,1,327.75,Oceania,Australia del Sur,Smart watch ,First Class,6,12,2017,48
DEBIT,1,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Adelaide,Australia,0.050000001,1,327.75,Oceania,Australia del Sur,Smart watch ,First Class,6,12,2017,48
TRANSFER,4,Sporting Goods,Opelousas,EE. UU.,Consumer,LA,Fitness,Pacific Asia,Adelaide,Australia,0.059999999,1,327.75,Oceania,Australia del Sur,Smart watch ,Standard Class,6,12,2017,48
CASH,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Wenzhou,China,0.07,1,327.75,Eastern Asia,Zhejiang,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Riverside,EE. UU.,Home Office,CA,Fitness,Pacific Asia,Wenzhou,China,0.090000004,1,327.75,Eastern Asia,Zhejiang,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Waipahu,EE. UU.,Corporate,HI,Fitness,Pacific Asia,Yakarta,Indonesia,0.100000001,1,327.75,Southeast Asia,Yakarta,Smart watch ,Standard Class,6,12,2017,48
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Ho Chi Minh City,Vietnam,0.119999997,1,327.75,Southeast Asia,Ciudad Ho Chi Minh,Smart watch ,Standard Class,6,12,2017,48
TRANSFER,1,Sporting Goods,Tucson,EE. UU.,Home Office,AZ,Fitness,Pacific Asia,Ho Chi Minh City,Vietnam,0.129999995,1,327.75,Southeast Asia,Ciudad Ho Chi Minh,Smart watch ,First Class,6,12,2017,48
DEBIT,4,Sporting Goods,Los Angeles,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Ho Chi Minh City,Vietnam,0.150000006,1,327.75,Southeast Asia,Ciudad Ho Chi Minh,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Carmichael,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Ho Chi Minh City,Vietnam,0.159999996,1,327.75,Southeast Asia,Ciudad Ho Chi Minh,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Ho Chi Minh City,Vietnam,0.170000002,1,327.75,Southeast Asia,Ciudad Ho Chi Minh,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Tustin,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Suzhou,China,0.180000007,1,327.75,Eastern Asia,Jiangsu,Smart watch ,Standard Class,6,12,2017,48
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Suzhou,China,0.200000003,1,327.75,Eastern Asia,Jiangsu,Smart watch ,Standard Class,6,12,2017,48
CASH,4,Sporting Goods,Loveland,EE. UU.,Consumer,OH,Fitness,Pacific Asia,Ho Chi Minh City,Vietnam,0.25,1,327.75,Southeast Asia,Ciudad Ho Chi Minh,Smart watch ,Standard Class,6,12,2017,48
PAYMENT,4,Sporting Goods,Miami,EE. UU.,Consumer,FL,Fitness,Pacific Asia,Ho Chi Minh City,Vietnam,0.0,1,327.75,Southeast Asia,Ciudad Ho Chi Minh,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Anaheim,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Chengdu,China,0.01,1,327.75,Eastern Asia,Sichuan,Smart watch ,Standard Class,6,12,2017,48
PAYMENT,4,Sporting Goods,Chicago,EE. UU.,Consumer,IL,Fitness,Pacific Asia,Huadian,China,0.02,1,327.75,Eastern Asia,Jilin,Smart watch ,Standard Class,6,12,2017,48
TRANSFER,2,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Rangún,Myanmar (Birmania),0.029999999,1,327.75,Southeast Asia,Rangún,Smart watch ,Second Class,6,12,2017,48
TRANSFER,1,Sporting Goods,Detroit,EE. UU.,Consumer,MI,Fitness,Pacific Asia,Newcastle,Australia,0.039999999,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,First Class,6,12,2017,48
DEBIT,4,Sporting Goods,Canton,EE. UU.,Consumer,MI,Fitness,Pacific Asia,Fatehpur,India,0.050000001,1,327.75,South Asia,Rajastán,Smart watch ,Standard Class,6,12,2017,48
TRANSFER,4,Sporting Goods,Stafford,EE. UU.,Consumer,VA,Fitness,Pacific Asia,Fatehpur,India,0.059999999,1,327.75,South Asia,Rajastán,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Yancheng,China,0.07,1,327.75,Eastern Asia,Jiangsu,Smart watch ,Standard Class,6,12,2017,48
PAYMENT,4,Sporting Goods,San Diego,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Yancheng,China,0.090000004,1,327.75,Eastern Asia,Jiangsu,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Yancheng,China,0.100000001,1,327.75,Eastern Asia,Jiangsu,Smart watch ,Standard Class,6,12,2017,48
CASH,4,Sporting Goods,Bronx,EE. UU.,Corporate,NY,Fitness,Pacific Asia,Kediri,Indonesia,0.119999997,1,327.75,Southeast Asia,Java Oriental,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Coffs Harbour,Australia,0.129999995,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Standard Class,6,12,2017,48
TRANSFER,4,Sporting Goods,South Richmond Hill,EE. UU.,Corporate,NY,Fitness,Pacific Asia,Surakarta,Indonesia,0.150000006,1,327.75,Southeast Asia,Java Central,Smart watch ,Standard Class,6,12,2017,48
PAYMENT,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Surakarta,Indonesia,0.159999996,1,327.75,Southeast Asia,Java Central,Smart watch ,Standard Class,6,12,2017,48
TRANSFER,4,Sporting Goods,Middletown,EE. UU.,Consumer,OH,Fitness,Pacific Asia,Singapur,Singapur,0.170000002,1,327.75,Southeast Asia,Singapur,Smart watch ,Standard Class,6,12,2017,48
TRANSFER,1,Sporting Goods,Caguas,Puerto Rico,Home Office,PR,Fitness,Pacific Asia,Singapur,Singapur,0.180000007,1,327.75,Southeast Asia,Singapur,Smart watch ,First Class,6,12,2017,48
DEBIT,1,Sporting Goods,Dallas,EE. UU.,Consumer,TX,Fitness,Pacific Asia,Shenzhen,China,0.200000003,1,327.75,Eastern Asia,Guangdong,Smart watch ,First Class,6,12,2017,48
TRANSFER,1,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Shenzhen,China,0.25,1,327.75,Eastern Asia,Guangdong,Smart watch ,First Class,6,12,2017,48
PAYMENT,1,Sporting Goods,Eugene,EE. UU.,Consumer,OR,Fitness,Pacific Asia,Shenzhen,China,0.0,1,327.75,Eastern Asia,Guangdong,Smart watch ,First Class,6,12,2017,48
DEBIT,1,Sporting Goods,Chino Hills,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Yakarta,Indonesia,0.01,1,327.75,Southeast Asia,Yakarta,Smart watch ,First Class,6,12,2017,48
TRANSFER,1,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Yakarta,Indonesia,0.02,1,327.75,Southeast Asia,Yakarta,Smart watch ,First Class,6,12,2017,48
TRANSFER,1,Sporting Goods,Columbia,EE. UU.,Corporate,TN,Fitness,Pacific Asia,Yakarta,Indonesia,0.029999999,1,327.75,Southeast Asia,Yakarta,Smart watch ,First Class,6,12,2017,48
DEBIT,1,Sporting Goods,Glendale,EE. UU.,Home Office,AZ,Fitness,Pacific Asia,Canberra,Australia,0.039999999,1,327.75,Oceania,Territorio de la Capital Australiana,Smart watch ,First Class,6,12,2017,48
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Home Office,PR,Fitness,Pacific Asia,Bacoor,Filipinas,0.050000001,1,327.75,Southeast Asia,Calabarzón,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,West Orange,EE. UU.,Consumer,NJ,Fitness,Pacific Asia,Thane,India,0.059999999,1,327.75,South Asia,Maharashtra,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Daly City,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Thane,India,0.07,1,327.75,South Asia,Maharashtra,Smart watch ,Standard Class,6,12,2017,48
PAYMENT,4,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Bundaberg,Australia,0.090000004,1,327.75,Oceania,Queensland,Smart watch ,Standard Class,6,12,2017,48
DEBIT,4,Sporting Goods,Houston,EE. UU.,Consumer,TX,Fitness,Pacific Asia,Perth,Australia,0.100000001,1,327.75,Oceania,Australia Occidental,Smart watch ,Standard Class,6,12,2017,48
CASH,2,Sporting Goods,Caguas,Puerto Rico,Consumer,PR,Fitness,Pacific Asia,Ipoh,Malasia,0.119999997,1,327.75,Southeast Asia,Perak,Smart watch ,Second Class,6,12,2017,48
DEBIT,2,Sporting Goods,Strongsville,EE. UU.,Consumer,OH,Fitness,Pacific Asia,Tongchuan,China,0.129999995,1,327.75,Eastern Asia,Sichuan,Smart watch ,Second Class,6,12,2017,48
